Date,fear_greed,fg_ma7,fg_ma14,fg_change,fg_change7,fg_extreme_fear,fg_extreme_greed
2025-07-23,74,72.57142857142857,67.92857142857143,3.0,0.0,0,0
2025-07-24,71,72.57142857142857,66.5,1.0,-1.0,0,0
2025-07-25,70,72.71428571428571,65.85714285714286,-2.0,5.0,0,0
2025-07-26,72,72.0,66.14285714285714,-1.0,17.0,0,0
2025-07-27,73,69.57142857142857,65.78571428571429,-2.0,20.0,0,0
2025-07-28,75,66.71428571428571,65.5,2.0,11.0,0,0
2025-07-29,73,65.14285714285714,65.14285714285714,-1.0,13.0,0,0
2025-07-30,74,63.285714285714285,64.78571428571429,2.0,20.0,0,0
2025-07-31,72,60.42857142857143,64.71428571428571,7.0,10.0,0,0
2025-08-01,65,59.0,64.92857142857143,10.0,-9.0,0,0
2025-08-02,55,60.285714285714285,64.57142857142857,2.0,-12.0,0,0
2025-08-03,53,62.0,64.64285714285714,-11.0,-16.0,0,0
2025-08-04,64,64.28571428571429,65.42857142857143,4.0,-6.0,0,0
2025-08-05,60,65.14285714285714,65.14285714285714,6.0,-8.0,0,0
2025-08-06,54,66.28571428571429,64.85714285714286,-8.0,-19.0,0,0
2025-08-07,62,69.0,64.14285714285714,-12.0,-13.0,0,0
2025-08-08,74,70.85714285714286,63.285714285714285,7.0,14.0,0,0
2025-08-09,67,68.85714285714286,61.57142857142857,-2.0,11.0,0,0
2025-08-10,69,67.28571428571429,61.07142857142857,-1.0,5.0,0,0
2025-08-11,70,66.57142857142857,59.92857142857143,2.0,10.0,0,0
2025-08-12,68,65.14285714285714,58.285714285714285,-5.0,12.0,0,0
2025-08-13,73,63.42857142857143,56.857142857142854,-2.0,29.0,0,0
2025-08-14,75,59.285714285714285,55.285714285714285,15.0,25.0,0,0
2025-08-15,60,55.714285714285715,53.357142857142854,4.0,10.0,0,0
2025-08-16,56,54.285714285714285,52.642857142857146,-8.0,-4.0,0,0
2025-08-17,64,54.857142857142854,51.42857142857143,4.0,11.0,0,0
2025-08-18,60,53.285714285714285,50.285714285714285,4.0,13.0,0,0
2025-08-19,56,51.42857142857143,49.285714285714285,12.0,8.0,0,0
2025-08-20,44,50.285714285714285,48.785714285714285,-6.0,-7.0,0,0
2025-08-21,50,51.285714285714285,49.57142857142857,0.0,2.0,0,0
2025-08-22,50,51.0,49.642857142857146,-10.0,0.0,0,0
2025-08-23,60,51.0,49.5,7.0,21.0,0,0
2025-08-24,53,48.0,48.642857142857146,6.0,5.0,0,0
2025-08-25,47,47.285714285714285,48.0,-1.0,1.0,0,0
2025-08-26,48,47.142857142857146,48.285714285714285,-3.0,-1.0,0,0
2025-08-27,51,47.285714285714285,48.285714285714285,3.0,-4.0,0,0
2025-08-28,48,47.857142857142854,48.142857142857146,-2.0,-3.0,0,0
2025-08-29,50,48.285714285714285,48.57142857142857,11.0,2.0,0,0
2025-08-30,39,48.0,49.07142857142857,-9.0,-9.0,0,0
2025-08-31,48,49.285714285714285,50.0,2.0,4.0,0,0
2025-09-01,46,48.714285714285715,50.5,-3.0,-5.0,0,0
2025-09-02,49,49.42857142857143,51.0,-6.0,1.0,0,0
